word,arpabet_phoneme_sequence,lang
adamcik,AA D AX M CH IY Q,en
adamczyk,AA D AX M CH IY Q,en
adame,AA D AA M IY,en
adamek,AX D AA M EH Q,en
adames,AX D EY M Z,en
adami,AA D AA M IY,en
adamik,AX D AA M IY Q,en
adamina,AA D AA M IY N AA,en
adamkus,EH D AX M K AX S,en
adamo,AA D AA M AO W,en
adamowicz,AX D AA M AX V IY CH,en
adams,EH D AX M Z,en
adams',EH D AX M Z,en
adams's,EH D AX M Z AX Z,en
adamski,AX D EH M S K IY,en
adamson,EH D AX M S AX N,en
adamstown,EH D AX M S T AW N,en
adan,EY D AX N,en
adang,AA D AA NG,ma
adanya,AA D AA NY AA,ma
adap,AA D AA P,ma
adapt,AX D EH P T,en
adaptability,AX D EH P T AX B IY L AX T IY,en
adaptable,AX D EH P T AX B AX L,en
adaptaplex,AX D EH P T AX P L EH Q S,en
adaptasi,AA D AA P T AA S IY,ma
adaptation,EH D AX P T EY SH AX N,en
adaptations,EH D AX P T EY SH AX N Z,en
adaptec,AX D EH P T EH Q,en
adapted,AX D EH P T AX D,en
adapter,AX D EH P T AX R,en
adapters,AX D EH P T AX R Z,en
adaptif,AA D AA P T IY F,ma
adaptive,AX D EH P T IY V,en
adaptor,AX D EH P T AX R,en
adaptor,AA D AA P T AO R,ma
adapts,AX D EH P T S,en
adapun,AA D AA P UW N,ma
adar,AX D AA R,en
adar,AA D AA R,ma
adarand,EH D AX R EH N D,en
adas,AA D AA S,ma
adat,AA D AA T,ma
adati,AA D AA T IY,ma
aday,AX D EY,en
adaza,AX D AA Z AA,en
adcock,AX D K AA Q,en
add,EH D,en
addair,AX D EH R,en
addams,EH D AX M Z,en
added,EH D AX D,en
addendum,AX D EH N D AX M,en
addeo,AA D IY AO W,en
adder,EH D AX R,en
adderley,AX D AX R L IY,en
addicks,EH D IY Q S,en
addict,EH D IY Q T,en
addict,AX D IY Q T,en
addicted,AX D IY Q T AX D,en
addicting,AX D IY Q T IY NG,en
addiction,AX D IY Q SH AX N,en
addicts,EH D IY Q T S,en
addicts,AX D IY Q T S,en
addidas',AX D IY D AX S,en
addidas's,AX D IY D AX S AX Z,en
addidases,AX D IY D AX S AX Z,en
addie,EH D IY,en
adding,EH D IY NG,en
addington,EH D IY NG T AX N,en
addis,AA D AX S,en
addison,EH D IY S AX N,en
addison's,EH D IY S AX N Z,en
additional,AX D IY SH AX N AX L,en
additionally,AX D IY SH AX N AX L IY,en
additions,AX D IY SH AX N Z,en
additive,EH D IY T IY V,en
additives,EH D IY T IY V Z,en
addle,EH D AX L,en
addleman,EH D AX L M AX N,en
address,EH D R EH S,en
addressable,EH D R EH S AX B AX L,en
addressed,AX D R EH S T,en
addressee,EH D R EH S IY,en
addresses,EH D R EH S AX Z,en
addressing,EH D R EH S IY NG,en
adds,EH D Z,en
adduci,AA D UW CH IY,en
addwest,EH D W EH S T,en
addy,EH D IY,en
ade,EY D,en
adee,AX D IY,en
adegan,AA D AX G AA N,ma
adeh,AA D EH HH,ma
adekuat,AA D AX K UW AA T,ma
adelaar,EH D AX L AA R,en
adelaide,EH D AX L EY D,en
adelbert,AX D EH L B AX R T,en
adele,AX D EH L,en
adele's,AX D EH L Z,en
adeline,EH D AX L AY N,en
adelizzi,EH D AX L IY Z IY,en
adell's,AX D EH L Z,en
adelle,AX D EH L,en
adelman,EH D AX L M AX N,en
adelmann,EH D AX L M AX N,en
adelphia,AX D EH L F IY AA,en
adelphia's,AX D EH L F IY AA Z,en
adelsberger,EH D AX L Z B AX R G AX R,en
adelson,EH D AX L S AX N,en
adelstein,EH D AX L S T IY N,en
adelstein,EH D AX L S T AY N,en
adempauze,AA D AX M P AW Z AX,ma
aden,EY D AX N,en
adena,EH D AX N AA,en
adenauer,EY D AX N AW R,en
adenauer,EH D AX N AW R,en
adenine,EH D AX N IY N,en
adenoids,EH D AX N OY D Z,en
adept,AX D EH P T,en
adequacy,EH D AX K W AX S IY,en
adequate,EH D AX K W AX T,en
adequate,EH D AX K W EY T,en
adequately,EH D AX K W IY T L IY,en
ader,EY D AX R,en
aderhold,EH D AX R HH AO W L D,en
aderholt,EH D AX R HH AO W L T,en
aderman,EH D AX R M AX N,en
ades,EY D Z,en
adey,EY D IY,en
adhere,AX D HH IY R,en
adhered,EH D HH IY R D,en
adherence,AX D HH IY R AX N S,en
adherent,AX D HH IY R AX N T,en
adherents,EH D HH IY R AX N T S,en
adheres,AX D HH IY R Z,en
adhering,AX D HH IY R IY NG,en
adhesive,EH D HH IY S IY V,en
adhesive,AX D HH IY S IY V,en
adhesives,EH D HH IY S IY V Z,en
adhesives,AX D HH IY S IY V Z,en
adia,AA D IY AA,en
adib,AA D IY B,ma
adibusana,AA D IY B UW S AA N AA,ma
adicita,AA D IY CH IY T AA,ma
adid,AX D IY D,en
adidas,AX D IY D AX S,en
adidaya,AA D IY D AA Y AA,ma
adigang,AA D IY G AA NG,ma
adiguna,AA D IY G UW N AA,ma
adigung,AA D IY G UW NG,ma
adik,AA D IY Q,ma
adika,AA D IY K AA,ma
adikara,AA D IY K AA R AA,ma
adikarya,AA D IY K AA R Y AA,ma
adikku,AA D IY Q K UW,ma
adiknya,AA D IY Q NY AA,ma
adikodrati,AA D IY K AO D R AA T IY,ma
adiksi,AA D IY Q S IY,ma
adiktif,AA D IY Q T IY F,ma
adikuasa,AA D IY K UW AA S AA,ma
adil,AA D IY L,ma
adimarga,AA D IY M AA R G AA,ma
adina,AA D IY N AA,en
adine,AA D IY N IY,en
adipati,AA D IY P AA T IY,ma
adipenghantar,AA D IY P AX NG HH AA N T AA R,ma
adipose,EH D AX P AO W S,en
adipositas,AA D IY P AO S IY T AA S,ma
adipura,AA D IY P UW R AA,ma
adiraja,AA D IY R AA JH AA,ma
adirondack,EH D AX R AA N D EH Q,en
adisiswa,AA D IY S IY S W AA,ma
aditif,AA D IY T IY F,ma
aditokoh,AA D IY T AO K AO HH,ma
adiwangsa,AA D IY W AA NG S AA,ma
adiwarna,AA D IY W AA R N AA,ma
adiwidia,AA D IY W IY D IY AA,ma
adjacent,AX JH EY S AX N T,en
adjani,EH D JH AA N IY,en
adjective,EH JH AX Q T IY V,en
adjectives,EH JH AX Q T IY V Z,en
adjektiva,AA D JH EH Q T IY V AA,ma
adjoin,AX JH OY N,en
adjoining,AX JH OY N IY NG,en
adjoins,AX JH OY N Z,en
adjourn,AX JH AX R N,en
adjourned,AX JH AX R N D,en
adjourning,AX JH AX R N IY NG,en
adjournment,AX JH AX R N M AX N T,en
adjudge,AA JH AA JH,en
adjudged,AA JH AA JH D,en
adjudicate,AX JH UW D AX K EY T,en
adjudicated,AX JH UW D AX K EY T AX D,en
adjudicating,AX JH UW D AX K EY T IY NG,en
adjudication,AX JH UW D AX K EY SH AX N,en
adjunct,EH JH AA NG K T,en
adjuncts,EH JH AA NG K T S,en
adjust,AX JH AX S T,en
adjustables,AX JH AX S T AX B AX L Z,en
adjusted,AX JH AX S T AX D,en
adjuster,AX JH AX S T AX R,en
adjusters,AX JH AX S T AX R Z,en
adjusts,AX JH AX S T S,en
adjutant,EH JH AX T AX N T,en
adkins,EH D K IY N Z,en
adkinson,EH D K IY N S AX N,en
adkison,EH D K IY S AX N,en
adkisson,EH D K IY S AX N,en
adlai,AA D L AA IY,en
adler,EH D L AX R,en
adley,EH D L IY,en
adlon,EH D L AA N,en
adman,EH D M AX N,en
admen,EH D M AX N,en
administered,AX D M IY N IY S T AX R D,en
administering,EH D M IY N IY S T AX R IY NG,en
administers,EH D M IY N IY S T AX R Z,en
administrasi,AA D M IY N IY S T R AA S IY,ma
administrate,EH D M IY N IY S T R EY T,en
administratif,AA D M IY N IY S T R AA T IY F,ma
administrating,AX D M IY N IY S T R EY T IY NG,en
administration's,EH D M IY N IY S T R EY SH AX N Z,en
administrations,EH D M IY N IY S T R EY SH AX N Z,en
administrative,AX D M IY N IY S T R EY T IY V,en
administrator,AX D M IY N IY S T R EY T AX R,en
administrators,EH D M IY N IY S T R EY T AX R Z,en
administrators',EH D M IY N IY S T R EY T AX R Z,en
admira,EH D M AY R AA,en
admirably,EH D M AX R AX B L IY,en
admiral,EH D M AX R AX L,en
admiral's,EH D M AX R AX L Z,en
admirals,EH D M AX R AX L Z,en
admiralty,EH D M AX R AX L T IY,en
admiration,EH D M AX R EY SH AX N,en
admirations,EH D M AX R EY SH AX N Z,en
admired,AX D M AY AX R D,en
admirer,EH D M AY R AX R,en
admires,EH D M AY R Z,en
admiring,EH D M AY R IY NG,en
admiringly,EH D M AY R IY NG L IY,en
admisi,AA D M IY S IY,ma
admissibility,AX D M IY S AX B IY L AX T IY,en
admissible,AX D M IY S AX B AX L,en
admissions,EH D M IY SH AX N Z,en
admissions,AX D M IY SH AX N Z,en
admit,AX D M IY T,en
admits,AX D M IY T S,en
admittance,AX D M IY T AX N S,en
admitted,AX D M IY T AX D,en
admittedly,EH D M IY T AX D L IY,en
admitting,EH D M IY T IY NG,en
admitting,AX D M IY T IY NG,en
admonish,EH D M AA N IY SH,en
admonished,AX D M AA N IY SH T,en
admonishes,EH D M AA N IY SH AX Z,en
admonishing,EH D M AA N IY SH IY NG,en
admonishment,EH D M AA N IY SH M EH N T,en
admonition,EH D M AX N IY SH AX N,en
admonitions,EH D M AX N IY SH AX N Z,en
adnan,EH D N AX N,en
adney,EH D N IY,en
ado,AX D UW,en
adobe,AX D AO W B IY,en
adolescence,EH D AX L EH S AX N S,en
adolescence,EH D AO W L EH S AX N S,en
adolescent,EH D AO W L EH S AX N T,en
adolescent,EH D AX L EH S AX N T,en
adolf,EY D AA L F,en
adolf's,EY D AA L F S,en
adolfo,AX D AA L F AO W,en
adolph,EY D AO L F,en
adolphson,EH D AO W L F S AX N,en
adon,AA D AO N,en
adonan,AA D AO N AA N,ma
adonia,AA D AO W N IY AA,en
adopted,AX D AA P T AX D,en
adoptif,AA D AO P T IY F,ma
adopting,AX D AA P T IY NG,en
adoption,AX D AA P SH AX N,en
adoptions,AX D AA P SH AX N Z,en
adopts,AX D AA P T S,en
ador,AA D AO R,en
adora,AA D AO R AA,en
adorabelle,EH D AX R AX B AX L,en
adorable,AX D AO R AX B AX L,en
adoration,EH D AX R EY SH AX N,en
adore,AX D AO R,en
adored,AX D AO R D,en
adoree,EH D AX R IY,en
adores,AX D AO R Z,en
adorn,AX D AO R N,en
adorna,AA D AO R N AA,en
adorned,AX D AO R N D,en
adornment,AX D AO R N M AX N T,en
adorno,AA D AO R N AO W,en
adorns,AX D AO R N Z,en
adra,EY D R AA,en
adragna,AA D R AA Q N AA,en
adrea,AA D R IY AA,en
adrenal,AA D R EH N AA L,ma
adrenal,AX D R IY N AX L,en
adrenalin,AX D R EH N AX L IY N,en
adrenalin,AA D R EH N AA L IY N,ma
adrenaline,AX D R EH N AX L AX N,en
adres,AA D R EH S,ma
adria,AA D R IY AA,en
adrian,EY D R IY AX N,en
adriana,EY D R IY EH N AA,en
adriance,AA D R IY AX N S,en
adriano,AA D R IY AA N AO W,en
adriatic,EY D R IY EH T IY Q,en
adriel,AX D R IY L,en
adrienne,AA D R IY EH N,en
adrift,AX D R IY F T,en
ads,EH D Z,en
ads',EH D Z,en
adsit,EH D S IY T,en
adss,EH D S,en
adtec,EH D T EH Q,en
adu,AA D UW,ma
aduan,AA D UW AA N,ma
aduh,AA D UW HH,ma
aduhai,AA D UW HH AY,ma
aduk,AA D UW Q,ma
adukan,AA D UW K AA N,ma
adulate,EH JH AX L EY T,en
aduliadae,AX D UW L IY AA D EY,en
adulterer,AX D AX L T AX R AX R,en
adulterous,AX D AX L T AX R AX S,en
adultery,AX D AX L T AX R IY,en
adults,EH D AX L T S,en
adults,AX D AX L T S,en
adults',AX D AX L T S,en
adults',EH D AX L T S,en
adusdur,EH D AX S D AX R,en
advance,AX D V EH N S,en
advanced,AX D V EH N S T,en
advancement,AX D V EH N S M AX N T,en
advancements,AX D V EH N S M AX N T S,en
advancer,AX D V EH N S AX R,en
advancers,AX D V EH N S AX R Z,en
advanta,AX D V EH N T AA,en
advanta,EH D V EH N T AA,en
advantaged,EH D V EH N T AX JH D,en
advantest,EH D V EH N T AX S T,en
advection,EH D V EH Q SH AX N,en
adventure,EH D V EH N CH AX R,en
adventure,AX D V EH N CH AX R,en
adventurers,EH D V EH N CH AX R AX R Z,en
adventurers,AX D V EH N CH AX R AX R Z,en
adventures,EH D V EH N CH AX R Z,en
adventuresome,EH D V EH N CH AX R S AX M,en
adventurism,EH D V EH N CH AX R IY Z AX M,en
adventurous,EH D V EH N CH AX R AX S,en
adverbial,AA D V EH R B IY AA L,ma
adversaries,EH D V AX R S EH R IY Z,en
adversary,EH D V AX R S EH R IY,en
adverse,EH D V AX R S,en
adversely,EH D V AX R S L IY,en
adversity,EH D V AX R S IY T IY,en
advertensi,AA D V AX R T EH N S IY,ma
advertised,EH D V AX R T AY Z D,en
advertisement,EH D V AX R T AX Z M AX N T,en
advertisement,EH D V AX R T AY Z M AX N T,en
advertiser,EH D V AX R T AY Z AX R,en
advertiser's,EH D V AX R T AY Z AX R Z,en
advertisers,EH D V AX R T AY Z AX R Z,en
advertisers',EH D V AX R T AY Z AX R Z,en
advertises,EH D V AX R T AY Z AX Z,en
advertorials,EH D V AX R T AO R IY AX L Z,en
advest,EH D V EH S T,en
advice,AX D V AY S,en
advice,EH D V AY S,en
advil,EH D V IY L,en
advis,AA D V IY S,ma
advisable,AX D V AY Z AX B AX L,en
advise,EH D V AY Z,en
advise,AX D V AY Z,en
advised,EH D V AY Z D,en
advised,AX D V AY Z D,en
advisedly,EH D V AY Z AX D L IY,en
advisedly,AX D V AY Z AX D L IY,en
advisement,AX D V AY Z M AX N T,en
adviser,EH D V AY Z AX R,en
adviser's,AX D V AY Z AX R Z,en
advisers,EH D V AY Z AX R Z,en
advises,EH D V AY Z AX Z,en
advising,EH D V AY Z IY NG,en
advisor,EH D V AY Z AX R,en
advisories,AX D V AY Z AX R IY Z,en
advisors,EH D V AY Z AX R Z,en
advo,EH D V AO W,en
advocacy,EH D V AX K AX S IY,en
advocate's,EH D V AX K AX T S,en
advocated,EH D V AX K EY T AX D,en
advocating,EH D V AX K EY T IY NG,en
advocation,EH D V AX K EY SH AX N,en
advokasi,AA D V AO K AA S IY,ma
adweek,EH D W IY Q,en
adwell,AX D W EH L,en
ady,EY D IY,en
adz,EH D Z,en
aegean,EY JH IY AX N,en
aegerter,EH G AX R T AX R,en
aegon,EY G AA N,en
aeneas,EH N IY AX S,en
aer,EH R,en
aerial,EH R IY AX L,en
aeriens,EH R IY AX N Z,en
aero,EH R AO W,en
aerobatic,EH R AX B EH T IY Q,en
aerobatik,AA EH R AO B AA T IY Q,ma
aerobic,EH R AO W B IY Q,en
aerobically,EH R AO W B AX K L IY,en
aerobics,AX R AO W B IY Q S,en
aerobik,AA EH R AO B IY Q,ma
aerodinamika,AA EH R AO D IY N AA M IY K AA,ma
aerodrome,EH R AX D R AO W M,en
aerodynamic,EH R AO W D AY N EH M IY Q,en
aerodynamically,EH R AO W D AY N EH M AX K L IY,en
aerodyne,EH R AX D AY N,en
aeroflot,EH R AO W F L AA T,en
aerogram,AA EH R AO G R AA M,ma
aerolift,EH R AO W L IY F T,en
aerolineas,EH R AO W L IY N IY AX S,en
aerologi,AA EH R AO L AO G IY,ma
aerometer,AA EH R AO M EH T AX R,ma
aeromexico,EH R AO W M EH Q S AX K AO W,en
aeromovel,AA EH R AO M AO V EH L,ma
aeronautic,EH R AO W N AA T IY Q,en
aeronautical,EH R AO W N AA T AX K AX L,en
aeronautical,EH R AX N AA T AX K AX L,en
aeronauticas,EH R AO W N AO T AX K AX S,en
aeronautics,EH R AX N AO T IY Q S,en
aeronautik,AA EH R AO N AW T IY Q,ma
aeronautika,AA EH R AO N AW T IY K AA,ma
aeroskop,AA EH R AO S K AO P,ma
aerosmith's,EH R AO W S M IY T S,en
aerosol,EH R AX S AA L,en
aerosol,AA EH R AO S AO L,ma
aerosols,EH R AX S AA L Z,en
aerospace,EH R AO W S P EY S,en
aerospatiale,EH R AO W S P AA S IY AA L,en
aerostar,EH R AO W S T AA R,en
aerostars,EH R AO W S T AA R Z,en
aerostat,EH R AO W S T EH T,en
aerotech,EH R AO W T EH Q,en
aerts,EH R T S,en
aesop,IY S AA P,en
aesop's,IY S AA P S,en
aesthete,EH S T IY T,en
aesthetic,EH S T EH T IY Q,en
aesthetically,EH S T EH T AX K L IY,en
aesthetics,EH S T EH T IY Q S,en
aetna,EH T N AA,en
aetna's,EH T N AA Z,en
afanasyev,EH F AX N EY S IY EH V,en
afar,AX F AA R,en
afdal,AA F D AA L,ma
afdeling,AA F D EH L IY NG,ma
afdruk,AA F D R UW Q,ma
afek,AA F EH Q,ma
afeksi,AA F EH Q S IY,ma
afektif,AA F EH Q T IY F,ma
affable,EH F AX B AX L,en
affair,AX F EH R,en
affect,AX F EH Q T,en
affected,AX F EH Q T AX D,en
affecting,AX F EH Q T IY NG,en
affection,AX F EH Q SH AX N,en
affectionate,AX F EH Q SH AX N AX T,en
affectionately,AX F EH Q SH AX N AX T L IY,en
affections,AX F EH Q SH AX N Z,en
affective,AX F EH Q T IY V,en
affectively,AX F EH Q T IY V L IY,en
affeldt,EH F AX L T,en
afferent,EH F AX R AX N T,en
affiant,EH F IY AX N T,en
affidavit,EH F AX D EY V AX T,en
affiliate,AX F IY L IY EY T,en
affiliate,AX F IY L IY AX T,en
affiliate's,AX F IY L IY EY T S,en
affiliated,AX F IY L IY EY T AX D,en
affiliated's,AX F IY L IY EY T AX D Z,en
affiliates,AX F IY L IY AX T S,en
affiliates,AX F IY L IY EY T S,en
affiliates',AX F IY L IY Y IY T S,en
affiliating,AX F IY L IY EY T IY NG,en
affiliation,AX F IY L IY EY SH AX N,en
affiliations,AX F IY L IY EY SH AX N Z,en
affinities,AX F IY N AX T IY Z,en
affinity,AX F IY N IY T IY,en
affirm,AX F AX R M,en
affirmation,EH F AX R M EY SH AX N,en
affirmative,AX F AX R M AX T IY V,en
affirmatively,AX F AX R M AX T IY V L IY,en
affirmed,AX F AX R M D,en
affirming,AX F AX R M IY NG,en
affirms,AX F AX R M Z,en
affixed,AX F IY Q S T,en
affixes,AX F IY Q S AX Z,en
affixes,EH F IY Q S AX Z,en
affixing,AX F IY Q S IY NG,en
afflerbach,EH F L AX R B AA Q,en
afflict,AX F L IY Q T,en
afflicted,AX F L IY Q T AX D,en
afflicting,AX F L IY Q T IY NG,en
affliction,AX F L IY Q SH AX N,en
afflictions,AX F L IY Q SH AX N Z,en
afflicts,AX F L IY Q T S,en
afflik,EH F L IY Q,en
affolter,EH F AO W L T AX R,en
afford,AX F AO R D,en
affordable,AX F AO R D AX B AX L,en
affords,AX F AO R D Z,en
affricates,EH F R AX K AX T S,en
affront,AX F R AX N T,en
affronts,AX F R AX N T S,en
affymax,EH F IY M EH Q S,en
afghani,EH F G AA N IY,en
afghani's,EH F G EH N IY Z,en
afghanis,EH F G EH N IY Z,en
afghanistan,EH F G EH N AX S T EH N,en
afghanistan's,EH F G EH N AX S T EH N Z,en
afghans,EH F G EH N Z,en
afheldt,EH F EH L T,en
afiat,AA F IY AA T,ma
aficionado,AX F IY SH Y AX N AA D AO W,en
aficionados,AX F IY SH AX N AA D AO W Z,en
afield,AX F IY L D,en
afiks,AA F IY Q S,ma
afiksasi,AA F IY Q S AA S IY,ma
afiliasi,AA F IY L IY AA S IY,ma
afinitas,AA F IY N IY T AA S,ma
afire,AX F AY R,en
afirmasi,AA F IY R M AA S IY,ma
afirmatif,AA F IY R M AA T IY F,ma
aflame,AX F L EY M,en
afloat,AX F L AO W T,en
aflutter,AX F L AX T AX R,en
afmed,EH F M EH D,en
afonso,AX F AA N S AO W,en
afoot,AX F UW T,en
aforementioned,AX F AO R M EH N SH AX N D,en
aforesaid,AX F AO R S EH D,en
afoul,AX F AW L,en
afresh,AX F R EH SH,en
africa,EH F R AX K AA,en
africa's,EH F R AX K AA Z,en
african,EH F R AX K AA N,en
africanize,EH F R AX K AA N AY Z,en
africans,EH F R AX K AX N Z,en
afrikaans,EH F R AX K AA N Z,en
afrikanerdom,EH F R AX K AA N AX R D AX M,en
afrikaners,EH F R IY K AA N AX R Z,en
afrit,AA F R IY T,ma
afro,EH F R AO W,en
afrodisiak,AA F R AO D IY S IY AA Q,ma
aft,EH F T,en
after,EH F T AX R,en
afterall,EH F T AX R AA L,en
afterburner,EH F T AX R B AX R N AX R,en
afterburners,EH F T AX R B AX R N AX R Z,en
aftereffects,EH F T AX R AX F EH Q T S,en
afterglow,EH F T AX R G L AO W,en
afterimage,EH F T AX R IY M AX JH,en
afterlife,EH F T AX R L AY F,en
aftermarket,EH F T AX R M AA R K AX T,en
aftermath,EH F T AX R M EH T,en
afternoon,EH F T AX R N UW N,en
afternoon's,EH F T AX R N UW N Z,en
aftershock,EH F T AX R SH AA Q,en
aftershocks,EH F T AX R SH AA Q S,en
aftertaste,EH F T AX R T EY S T,en
aftertax,EH F T AX R T EH Q S,en
afterthought,EH F T AX R T AA T,en
afterthought,EH F T AX R T AO T,en
afula,AX F UW L AA,en
afula's,AX F UW L AA Z,en
afwah,AA F W AA HH,ma
ag,EH Q,en
aga,AA G AA,ma
aga,AA G AA,en
agache,EH G EH CH,en
agah,AA G AA HH,ma
again,AX G EY N,en
against,AX G EY N S T,en
against,AX G EH N S T,en
agak,AA G AA Q,ma
agaknya,AA G AA Q NY AA,ma
agam,AA G AA M,ma
agama,AA G AA M AA,ma
agamaku,AA G AA M AA K UW,ma
agamanya,AA G AA M AA NY AA,ma
agamawan,AA G AA M AA W AA N,ma
agamawi,AA G AA M AA W IY,ma
agamemnon,EH G AX M EH M N AA N,en
agamemnon's,EH G AX M EH M N AA N Z,en
agami,AA G AA M IY,ma
agan,EY G AX N,en
agan,AA G AA N,ma
aganbegyan,EH G AX N B EH G Y AX N,en
agans,AA G AA N Z,en
agape,AX G EY P,en
agar,AA G AA R,ma
agar,EY G AX R,en
agas,AA G AA S,ma
agassi,EH G AX S IY,en
agassiz,AX G EH S IY Z,en
agates,EH G AX T S,en
age,EY JH,en
age's,EY JH AX Z,en
aged,EY JH D,en
aged,EY JH AX D,en
agee,EY JH IY,en
agee's,EY JH IY Z,en
ageless,EY JH L AX S,en
agen,AA G EH N,ma
agence,EH JH AX N S,en
agencies,EY JH AX N S IY Z,en
agency,EY JH AX N S IY,en
agency's,EY JH AX N S IY Z,en
agenda,AX JH EH N D AA,en
agenda,AA G EH N D AA,ma
agendas,AX JH EH N D AX Z,en
agensi,AA G EH N S IY,ma
agent,EY JH AX N T,en
agent's,EY JH AX N T S,en
agents,EY JH AX N T S,en
agents',EY JH AX N T S,en
ager,EY JH AX R,en
ageratum,AX JH EH R AX T AX M,en
ageratums,AX JH EH R AX T AX M Z,en
agers,EY JH AX R Z,en
agers',EY JH AX R Z,en
agfa,EH Q F AA,en
aggarwal,AX G AA R W AX L,en
aggie,EH G IY,en
aggies,EH G IY Z,en
agglomerate,AX G L AA M AX R EY T,en
agglomeration,AX G L AA M AX R EY SH AX N,en
agglutinate,AX G L UW T IY N EY T,en
aggrandize,AX G R EH N D AY Z,en
aggrandizing,EH G R AX N D AY Z IY NG,en
aggrandizing,AX G R EH N D AY Z IY NG,en
aggravates,EH G R AX V EY T S,en
aggravation,EH G R AX V EY SH AX N,en
aggregate,EH G R AX G AX T,en
aggregate,EH G R AX G EY T,en
aggregated,EH G R AX G EY T AX D,en
aggression,AX G R EH SH AX N,en
aggressions,AX G R EH SH AX N Z,en
aggressively,AX G R EH S IY V L IY,en
aggressivity,AX G R EH S IY V IY T IY,en
aggressor,AX G R EH S AX R,en
aggressors,AX G R EH S AX R Z,en
aggrey,EH G R EY,en
aggrieve,AX G R IY V,en
aghast,AX G EH S T,en
aghazadeh,EH G AX Z AA D EH,en
agie,EH G IY,en
agih,AA G IY HH,ma
agihan,AA G IY HH AA N,ma
agildo,AX G IY L D AO W,en
agile,EH JH AX L,en
agilis,AX JH IY L AX S,en
agin,AA JH IY N,en
agincourt,EH JH AX N K AO R T,en
agio,AA G IY AO,ma
agip,EY G IY P,en
agitasi,AA G IY T AA S IY,ma
agitate,EH JH AX T EY T,en
agitated,EH JH AX T EY T AX D,en
agitating,EH JH AX T EY T IY NG,en
agitation,EH JH AX T EY SH AX N,en
agitator,AA G IY T AA T AO R,ma
agitators,EH JH IY T EY T AX R Z,en
agius,EY JH IY AX S,en
agleam,AX G L IY M,en
agler,EH G L AX R,en
aglitter,AX G L IY T AX R,en
aglo,AX G L AO W,en
aglow,AX G L AO W,en
aglutinasi,AA G L UW T IY N AA S IY,ma
agna,EH Q N AA,en
agnella,EH Q N EH L AA,en
agnelli,EH Q N EH L IY,en
agner,EH Q N AX R,en
agnes,EH Q N AX S,en
agneta,AA Q N EH T AA,en
agnew,EH Q N UW,en
agnew,EH Q N Y UW,en
agnico,EH Q N AX K AO W,en
agnor,EH Q N AX R,en
agnos,EH Q N AO W S,en
agnosio,EH Q N AO W S IY AO W,en
agnostisisme,AA G N AO S T IY S IY S M AX,ma
ago,AX G AO W,en
agoglia,AX G AA G L IY AA,en
agonist,EH G AX N IY S T,en
agonists,EH G AX N AX S,en
agonists,EH G AX N IY S T S,en
agonize,EH G AX N AY Z,en
agonized,EH G AX N AY Z D,en
agonizes,EH G AX N AY Z AX Z,en
agony,EH G AX N IY,en
agosta,AA G AO W S T AA,en
agostinelli,AA G AO W S T IY N EH L IY,en
agostini,AA G AO W S T IY N IY,en
agostino,AA G AO S T IY N AO W,en
agosto,AA G AO W S T AO W,en
agoura,AX Q UW R AA,en
agouron,AX Q UW R AA N,en
agraria,AA G R AA R IY AA,ma
agrarian,AX G R EH R IY AX N,en
agrarianism,AX G R EH R IY AX N IY Z AX M,en
agraris,AA G R AA R IY S,ma
agrawal,AX G R EH W AX L,en
agreeable,AX G R IY AX B AX L,en
agreed,AX G R IY D,en
agreeing,AX G R IY Y IY NG,en
agreement,AX G R IY M AX N T,en
agreement's,AX G R IY M AX N T S,en
agreements,AX G R IY M AX N T S,en
agrees,AX G R IY Z,en
agresi,AA G R EH S IY,ma
agresif,AA G R EH S IY F,ma
agresivitas,AA G R EH S IY V IY T AA S,ma
agresor,AA G R EH S AO R,ma
agresource,EH G R AX S AO R S,en
agresource,AA G R EH S AO R S,en
agresta,AA G R EH S T AA,en
agrexco,AA G R EH Q S K AO W,en
agri,EH G R IY,en
agribusiness,EH G R AX B IY Z N AX S,en
agrico,AX G R IY K AO W,en
